EmployeeID,Age,Gender,Department,JobRole,EducationField,Education,MonthlyIncome,JobLevel,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,BusinessTravel,DistanceFromHome,Attrition
EMP0439,19,Male,Research & Development,Healthcare Representative,Marketing,2,8066,1,1,0,3,3,4,3,No,Travel_Rarely,16,No
EMP0440,58,Female,Sales,Sales Executive,Other,3,10427,1,1,0,4,1,1,3,Yes,Travel_Rarely,28,No
EMP0441,48,Female,Sales,Sales Executive,Medical,2,10387,2,3,1,1,1,4,3,No,Travel_Rarely,28,No
EMP0442,19,Female,Human Resources,Human Resources,Life Sciences,3,6683,4,1,0,3,4,2,3,No,Travel_Frequently,13,No
EMP0443,49,Female,Research & Development,Manager,Marketing,4,11201,1,4,1,4,4,3,3,No,Travel_Rarely,29,No
EMP0444,35,Male,Research & Development,Manager,Technical Degree,3,8394,4,14,8,4,2,3,3,No,Travel_Rarely,6,No
EMP0445,30,Male,Research & Development,Research Scientist,Medical,4,8020,2,8,3,1,4,4,3,No,Travel_Rarely,23,No
EMP0446,22,Female,Human Resources,Human Resources,Other,1,7809,3,6,3,2,3,2,3,No,Travel_Rarely,28,No
EMP0447,59,Male,Human Resources,Human Resources,Life Sciences,3,10149,1,0,0,1,4,3,3,No,Travel_Rarely,6,No
EMP0448,27,Male,Research & Development,Research Scientist,Medical,1,8296,2,8,7,3,2,3,3,No,Travel_Rarely,10,Yes
EMP0449,42,Female,Research & Development,Manager,Marketing,2,10572,5,1,0,3,1,2,3,No,Travel_Rarely,27,No
EMP0450,51,Male,Sales,Manager,Technical Degree,2,9594,2,10,3,2,2,3,4,Yes,Travel_Rarely,29,No
EMP0451,54,Male,Research & Development,Healthcare Representative,Life Sciences,2,10659,2,2,1,3,2,2,3,No,Travel_Rarely,2,No
EMP0452,47,Male,Research & Development,Research Scientist,Technical Degree,2,11379,1,3,1,3,3,4,4,No,Travel_Rarely,29,No
EMP0453,24,Male,Research & Development,Manager,Medical,5,9651,1,3,0,2,1,4,3,No,Travel_Rarely,25,No
EMP0454,23,Female,Human Resources,Manager,Life Sciences,1,8597,1,13,4,4,4,4,3,No,Travel_Rarely,3,No
EMP0455,20,Male,Sales,Sales Executive,Life Sciences,3,7374,3,0,0,3,2,4,3,No,Non-Travel,6,No
EMP0456,30,Male,Research & Development,Laboratory Technician,Technical Degree,2,9884,2,5,4,1,2,3,3,No,Travel_Rarely,16,No
EMP0457,20,Male,Sales,Manager,Life Sciences,1,6840,2,1,0,3,3,2,4,No,Non-Travel,6,No
EMP0458,43,Female,Research & Development,Research Director,Life Sciences,1,9214,1,8,3,2,3,3,3,No,Travel_Rarely,24,No
EMP0459,41,Female,Sales,Manager,Life Sciences,4,7399,3,16,7,3,2,1,3,Yes,Non-Travel,13,No
EMP0460,23,Male,Sales,Manager,Technical Degree,4,9178,3,3,1,4,3,4,3,No,Travel_Rarely,4,No
EMP0461,59,Female,Sales,Manager,Medical,4,10028,1,4,2,4,3,2,3,No,Non-Travel,15,No
EMP0462,29,Male,Research & Development,Healthcare Representative,Technical Degree,5,8718,2,18,8,2,3,4,3,No,Travel_Rarely,6,No
EMP0463,53,Female,Research & Development,Research Director,Life Sciences,2,10011,1,5,4,2,3,1,3,No,Travel_Rarely,1,Yes
EMP0464,19,Male,Research & Development,Healthcare Representative,Medical,2,8576,3,4,2,2,1,4,4,Yes,Non-Travel,9,No
EMP0465,28,Female,Human Resources,Human Resources,Medical,3,7439,3,6,5,3,3,2,3,No,Travel_Rarely,12,No
EMP0466,56,Male,Research & Development,Laboratory Technician,Technical Degree,2,9936,4,8,6,1,4,1,3,No,Travel_Frequently,25,No
EMP0467,51,Male,Sales,Sales Executive,Human Resources,2,10433,1,0,0,3,1,4,3,Yes,Travel_Rarely,23,No
EMP0468,43,Male,Research & Development,Manager,Life Sciences,2,8793,2,12,10,1,2,2,3,Yes,Travel_Rarely,11,Yes
EMP0469,35,Female,Sales,Sales Representative,Medical,3,8130,1,4,3,2,4,4,3,Yes,Travel_Frequently,13,No
EMP0470,38,Male,Human Resources,Manager,Life Sciences,3,6854,2,0,0,2,2,3,4,No,Travel_Frequently,1,No
EMP0471,53,Female,Sales,Sales Representative,Medical,2,9100,2,10,5,4,2,2,3,Yes,Travel_Rarely,19,Yes
EMP0472,57,Male,Human Resources,Manager,Life Sciences,2,10202,1,3,2,3,4,4,3,No,Travel_Rarely,28,No
EMP0473,39,Male,Sales,Manager,Life Sciences,3,7548,3,0,0,2,2,3,4,Yes,Travel_Frequently,21,Yes
EMP0474,47,Male,Research & Development,Research Director,Life Sciences,3,9075,2,7,2,1,1,4,3,No,Travel_Rarely,4,No
EMP0475,47,Female,Research & Development,Research Scientist,Medical,2,10258,3,14,8,3,4,3,3,No,Travel_Rarely,5,No
EMP0476,25,Male,Human Resources,Human Resources,Life Sciences,3,7065,2,15,12,2,4,3,3,No,Non-Travel,23,No
EMP0477,51,Female,Sales,Sales Executive,Marketing,1,11673,4,22,18,3,3,2,4,No,Travel_Frequently,25,Yes
EMP0478,26,Female,Research & Development,Research Scientist,Life Sciences,2,10047,5,14,13,4,3,2,3,Yes,Travel_Rarely,17,No
EMP0479,37,Female,Human Resources,Manager,Life Sciences,3,7765,4,0,0,3,4,3,3,No,Travel_Rarely,5,No
EMP0480,57,Male,Research & Development,Laboratory Technician,Marketing,3,11505,3,3,1,3,3,3,3,No,Non-Travel,19,No
EMP0481,42,Female,Research & Development,Healthcare Representative,Life Sciences,2,10459,3,11,7,3,2,3,3,Yes,Travel_Rarely,3,No
EMP0482,36,Female,Research & Development,Research Scientist,Medical,3,8902,2,3,2,4,1,3,3,No,Travel_Frequently,11,No
EMP0483,22,Male,Research & Development,Research Director,Marketing,3,7063,1,6,2,4,3,3,3,Yes,Travel_Rarely,2,No
EMP0484,28,Female,Research & Development,Research Director,Life Sciences,3,8730,3,6,2,3,4,1,3,Yes,Travel_Rarely,22,Yes
EMP0485,32,Male,Research & Development,Research Scientist,Life Sciences,3,8921,3,3,0,2,4,3,4,No,Travel_Rarely,14,No
EMP0486,25,Male,Human Resources,Human Resources,Life Sciences,3,7151,5,16,11,2,4,3,3,No,Non-Travel,6,No
EMP0487,36,Male,Sales,Sales Executive,Other,2,9233,2,4,3,1,4,1,3,Yes,Travel_Rarely,19,Yes
EMP0488,40,Male,Sales,Sales Representative,Medical,1,8599,2,4,3,3,3,2,3,No,Travel_Rarely,1,No
EMP0489,44,Male,Human Resources,Human Resources,Medical,2,8098,3,40,39,3,2,1,3,No,Travel_Rarely,7,No
EMP0490,57,Male,Research & Development,Laboratory Technician,Medical,2,11147,5,4,1,1,3,4,4,No,Travel_Rarely,2,Yes
EMP0491,49,Female,Research & Development,Laboratory Technician,Life Sciences,3,10728,1,1,0,1,3,4,3,No,Travel_Rarely,24,No
EMP0492,43,Male,Research & Development,Manager,Medical,2,8998,2,5,4,2,3,1,3,No,Non-Travel,19,No
EMP0493,44,Male,Sales,Manager,Marketing,2,10262,2,11,5,4,1,1,3,No,Travel_Rarely,1,No
EMP0494,36,Male,Sales,Sales Representative,Life Sciences,1,7463,1,10,9,3,4,4,3,No,Travel_Frequently,26,No
EMP0495,59,Male,Research & Development,Manager,Life Sciences,2,10757,1,10,5,3,2,3,3,Yes,Travel_Rarely,9,No
EMP0496,46,Female,Research & Development,Manager,Life Sciences,2,9973,2,8,7,2,2,4,3,No,Travel_Rarely,21,No
EMP0497,56,Male,Research & Development,Research Director,Medical,3,10471,4,2,1,3,3,4,3,No,Non-Travel,17,No
EMP0498,58,Female,Sales,Sales Representative,Other,1,10187,1,13,10,2,3,3,3,Yes,Travel_Rarely,10,Yes
EMP0499,50,Male,Human Resources,Human Resources,Life Sciences,3,10996,2,15,10,3,2,2,3,No,Travel_Frequently,27,No
EMP0500,36,Female,Human Resources,Manager,Medical,4,7699,3,1,0,1,4,4,3,Yes,Travel_Rarely,6,Yes
EMP0501,54,Male,Research & Development,Research Scientist,Life Sciences,2,12772,5,0,0,3,2,4,3,No,Travel_Rarely,26,No
EMP0502,36,Male,Research & Development,Laboratory Technician,Other,2,9729,5,25,13,2,1,3,3,Yes,Travel_Rarely,3,No
EMP0503,50,Female,Research & Development,Research Scientist,Life Sciences,1,10573,2,14,11,2,2,3,3,No,Travel_Rarely,27,Yes
EMP0504,33,Male,Research & Development,Research Scientist,Life Sciences,3,9520,5,15,12,4,3,3,3,Yes,Travel_Rarely,20,No
EMP0505,40,Female,Research & Development,Healthcare Representative,Marketing,3,11723,1,15,14,1,4,3,3,Yes,Travel_Rarely,24,No
EMP0506,24,Female,Sales,Sales Representative,Marketing,2,7125,3,5,1,2,4,4,3,No,Travel_Rarely,15,No
EMP0507,43,Male,Human Resources,Manager,Medical,2,8043,3,7,6,3,4,4,3,No,Travel_Frequently,21,No
EMP0508,49,Male,Research & Development,Laboratory Technician,Life Sciences,4,9816,1,5,4,4,1,3,3,No,Non-Travel,28,No
EMP0509,29,Male,Human Resources,Human Resources,Life Sciences,2,7845,2,0,0,2,1,4,3,Yes,Travel_Frequently,22,No
EMP0510,25,Female,Research & Development,Laboratory Technician,Life Sciences,1,7119,1,9,3,3,3,2,3,No,Travel_Rarely,26,No
EMP0511,22,Female,Research & Development,Research Director,Life Sciences,4,8277,4,4,1,4,2,2,4,No,Travel_Rarely,20,No
EMP0512,59,Male,Research & Development,Research Director,Medical,3,12574,2,7,2,2,4,3,3,No,Travel_Rarely,6,No
EMP0513,45,Male,Human Resources,Human Resources,Life Sciences,4,9221,3,4,2,2,3,2,3,No,Travel_Rarely,3,No
EMP0514,22,Male,Research & Development,Research Director,Life Sciences,3,8025,1,4,2,2,4,3,3,No,Travel_Rarely,10,Yes
EMP0515,43,Female,Sales,Manager,Medical,3,8945,1,1,0,4,2,2,3,No,Travel_Rarely,12,No
EMP0516,22,Male,Sales,Sales Representative,Other,2,8478,5,2,1,1,3,4,3,No,Non-Travel,1,No
EMP0517,39,Male,Research & Development,Research Scientist,Medical,3,8959,3,1,0,2,3,4,3,No,Travel_Rarely,22,No
EMP0518,32,Female,Research & Development,Manager,Life Sciences,4,10537,5,1,0,3,2,3,3,No,Travel_Rarely,29,No
EMP0519,30,Male,Human Resources,Human Resources,Life Sciences,3,9446,2,25,21,3,3,2,3,No,Travel_Rarely,16,No
EMP0520,45,Male,Sales,Sales Representative,Other,2,9805,1,1,0,2,2,3,3,No,Travel_Frequently,17,No
EMP0521,50,Female,Research & Development,Research Scientist,Life Sciences,2,10490,2,2,1,3,2,4,3,Yes,Travel_Rarely,10,Yes
EMP0522,40,Female,Research & Development,Research Director,Life Sciences,2,10524,2,6,3,1,2,3,3,No,Travel_Rarely,12,No
EMP0523,50,Male,Human Resources,Human Resources,Medical,2,10375,1,6,4,2,1,1,3,No,Non-Travel,19,No
EMP0524,35,Male,Research & Development,Laboratory Technician,Medical,2,8655,3,1,0,3,3,1,3,No,Travel_Rarely,28,No
EMP0525,47,Male,Research & Development,Manager,Medical,3,9838,2,11,7,4,2,2,3,No,Travel_Rarely,8,No
EMP0526,43,Male,Research & Development,Manager,Life Sciences,3,8882,1,10,4,2,1,2,3,No,Travel_Rarely,23,No
EMP0527,33,Female,Research & Development,Manager,Life Sciences,2,9467,2,1,0,4,2,4,3,No,Travel_Rarely,8,No
EMP0528,30,Male,Sales,Sales Representative,Other,3,8933,2,2,0,3,2,4,3,No,Non-Travel,10,No
EMP0529,56,Female,Sales,Sales Representative,Life Sciences,1,9400,3,19,15,1,2,2,3,No,Travel_Rarely,10,No
EMP0530,50,Female,Research & Development,Research Director,Medical,1,10135,2,12,4,3,1,2,3,No,Travel_Rarely,18,No
EMP0531,43,Male,Research & Development,Healthcare Representative,Marketing,2,8862,2,8,3,1,3,2,3,No,Travel_Rarely,10,No
EMP0532,18,Male,Human Resources,Manager,Medical,2,6220,1,0,0,4,3,4,3,No,Non-Travel,7,Yes
EMP0533,55,Male,Human Resources,Manager,Life Sciences,2,10340,4,3,2,4,3,3,3,No,Travel_Rarely,4,No
EMP0534,19,Female,Research & Development,Healthcare Representative,Life Sciences,2,7433,4,5,2,2,4,3,3,No,Non-Travel,1,No
EMP0535,23,Female,Research & Development,Research Scientist,Medical,2,8099,3,1,0,2,2,3,3,No,Travel_Frequently,11,No
EMP0536,55,Male,Human Resources,Manager,Technical Degree,3,8598,1,4,1,2,3,3,3,Yes,Travel_Rarely,19,No
EMP0537,59,Female,Research & Development,Research Director,Other,1,11369,2,6,2,2,4,3,3,No,Travel_Rarely,5,No
EMP0538,41,Male,Sales,Sales Executive,Life Sciences,3,9244,3,2,1,2,2,3,3,No,Travel_Rarely,26,No
EMP0539,35,Female,Research & Development,Manager,Life Sciences,3,8716,5,10,5,2,3,3,4,Yes,Travel_Rarely,8,No
EMP0540,44,Male,Sales,Sales Representative,Other,3,9368,5,12,6,3,2,3,3,No,Travel_Rarely,2,No
EMP0541,58,Male,Human Resources,Manager,Marketing,4,10284,4,2,0,1,2,2,3,Yes,Travel_Rarely,2,No
EMP0542,25,Female,Research & Development,Manager,Human Resources,1,7848,1,12,11,4,3,2,3,No,Travel_Rarely,24,No
EMP0543,45,Male,Sales,Sales Executive,Life Sciences,1,8418,5,0,0,4,1,3,3,No,Travel_Frequently,14,No
EMP0544,27,Male,Research & Development,Research Director,Medical,4,10104,3,12,4,2,2,3,3,No,Travel_Rarely,9,No
EMP0545,34,Male,Research & Development,Healthcare Representative,Marketing,2,8713,3,1,0,4,2,3,3,No,Travel_Rarely,10,No
EMP0546,46,Male,Research & Development,Laboratory Technician,Marketing,3,10102,2,0,0,2,2,4,3,No,Non-Travel,13,No
EMP0547,23,Male,Sales,Manager,Life Sciences,3,8648,2,7,5,1,2,1,3,No,Travel_Rarely,29,Yes
EMP0548,31,Female,Research & Development,Healthcare Representative,Life Sciences,3,11803,2,4,2,3,3,2,3,Yes,Travel_Rarely,1,No
EMP0549,39,Male,Research & Development,Research Director,Medical,4,8624,1,16,12,2,4,2,3,Yes,Travel_Rarely,14,No
EMP0550,23,Male,Research & Development,Manager,Life Sciences,5,8699,2,3,2,3,3,3,3,No,Travel_Rarely,2,No
EMP0551,43,Female,Research & Development,Healthcare Representative,Medical,3,9373,4,2,1,4,2,3,3,No,Non-Travel,4,No
EMP0552,56,Male,Research & Development,Manager,Other,2,10548,1,4,2,4,4,4,3,Yes,Travel_Rarely,28,No
EMP0553,29,Male,Research & Development,Manager,Life Sciences,4,8243,1,4,2,3,3,2,3,No,Travel_Rarely,19,No
EMP0554,52,Female,Research & Development,Research Scientist,Technical Degree,1,9759,1,2,0,3,2,3,3,No,Travel_Rarely,1,No
EMP0555,31,Female,Research & Development,Healthcare Representative,Life Sciences,2,8946,2,8,7,1,4,4,4,No,Non-Travel,4,No
EMP0556,39,Female,Research & Development,Healthcare Representative,Medical,4,8440,5,9,6,1,3,4,3,No,Non-Travel,11,No
EMP0557,40,Female,Sales,Manager,Other,2,9957,1,13,5,3,3,4,3,No,Non-Travel,13,No
EMP0558,24,Male,Sales,Sales Executive,Life Sciences,2,7964,1,25,23,2,2,4,3,No,Travel_Rarely,27,No
EMP0559,57,Female,Research & Development,Research Director,Life Sciences,1,11397,4,2,1,2,2,4,4,No,Travel_Rarely,18,No
EMP0560,42,Male,Research & Development,Research Scientist,Medical,4,9487,4,8,7,2,4,2,3,No,Non-Travel,10,Yes
EMP0561,30,Female,Research & Development,Manager,Life Sciences,2,8606,1,3,2,3,3,2,3,No,Travel_Rarely,5,No
EMP0562,38,Male,Sales,Manager,Marketing,3,9270,3,7,6,1,3,1,3,Yes,Travel_Rarely,1,No
EMP0563,58,Female,Sales,Sales Representative,Human Resources,2,9708,3,4,1,3,3,3,3,Yes,Travel_Rarely,14,No
EMP0564,27,Female,Sales,Sales Representative,Medical,3,7873,3,35,31,1,4,4,3,Yes,Travel_Rarely,16,No
EMP0565,26,Female,Research & Development,Research Scientist,Life Sciences,3,7892,2,9,7,1,2,2,4,No,Travel_Rarely,24,No
EMP0566,32,Male,Research & Development,Research Director,Medical,2,8347,5,21,9,2,3,3,4,No,Travel_Rarely,26,No
EMP0567,19,Male,Research & Development,Manager,Marketing,2,6332,1,12,4,2,1,4,3,No,Non-Travel,18,No
EMP0568,42,Female,Research & Development,Healthcare Representative,Life Sciences,2,10931,1,16,15,4,3,4,3,No,Travel_Rarely,27,Yes
EMP0569,30,Female,Human Resources,Human Resources,Medical,5,7350,2,11,5,1,3,3,4,No,Travel_Rarely,3,No
EMP0570,51,Male,Research & Development,Research Director,Medical,3,11510,2,4,3,1,1,4,3,No,Travel_Frequently,3,No
EMP0571,51,Female,Research & Development,Healthcare Representative,Medical,4,11435,4,2,0,3,3,3,3,No,Non-Travel,4,No
EMP0572,52,Female,Research & Development,Laboratory Technician,Life Sciences,2,9631,2,3,0,2,2,3,3,Yes,Travel_Rarely,7,No
EMP0573,55,Male,Research & Development,Laboratory Technician,Marketing,3,10029,1,0,0,1,1,3,3,No,Travel_Rarely,13,No
EMP0574,20,Female,Research & Development,Healthcare Representative,Life Sciences,3,10148,2,5,2,1,2,3,3,No,Travel_Frequently,9,No
EMP0575,59,Male,Research & Development,Research Scientist,Life Sciences,3,12620,2,4,3,4,2,1,4,No,Travel_Rarely,3,No
EMP0576,23,Male,Human Resources,Manager,Technical Degree,4,7314,5,5,3,3,2,4,3,No,Travel_Rarely,17,No
EMP0577,36,Male,Sales,Sales Executive,Marketing,2,9085,2,25,8,2,2,4,3,No,Non-Travel,15,No
EMP0578,20,Male,Human Resources,Manager,Life Sciences,1,6595,3,16,6,2,3,4,3,No,Travel_Rarely,27,Yes
EMP0579,35,Female,Research & Development,Healthcare Representative,Life Sciences,3,9645,3,1,0,2,3,3,3,No,Travel_Rarely,10,No
EMP0580,56,Male,Sales,Manager,Life Sciences,3,9906,3,3,1,2,3,3,3,Yes,Travel_Rarely,15,No
EMP0581,26,Female,Research & Development,Laboratory Technician,Life Sciences,3,6954,3,3,2,3,1,3,3,No,Travel_Rarely,1,No
EMP0582,29,Female,Human Resources,Human Resources,Life Sciences,2,6762,1,3,1,4,4,1,3,No,Travel_Rarely,28,Yes
EMP0583,22,Female,Research & Development,Manager,Life Sciences,2,8276,4,11,4,1,3,3,3,No,Travel_Rarely,27,No
EMP0584,20,Male,Research & Development,Research Scientist,Medical,2,7195,3,5,3,4,1,2,3,No,Non-Travel,22,No
EMP0585,28,Female,Research & Development,Research Director,Marketing,2,8686,3,5,1,1,4,1,3,No,Travel_Rarely,21,Yes
EMP0586,47,Male,Sales,Sales Representative,Medical,3,8900,5,13,5,2,2,4,3,Yes,Travel_Rarely,10,No
EMP0587,21,Male,Sales,Sales Representative,Medical,3,7054,3,11,5,1,3,1,3,No,Non-Travel,7,No
EMP0588,22,Male,Sales,Sales Representative,Life Sciences,2,8442,3,0,0,1,2,4,3,No,Travel_Rarely,7,No
EMP0589,18,Male,Sales,Sales Representative,Other,2,7637,5,8,7,4,2,3,3,No,Non-Travel,3,No
EMP0590,44,Female,Sales,Sales Representative,Technical Degree,2,9512,1,4,3,2,4,4,3,Yes,Travel_Rarely,7,No
EMP0591,45,Male,Sales,Sales Executive,Technical Degree,2,10303,2,2,1,1,2,1,3,No,Travel_Rarely,9,Yes
EMP0592,46,Female,Research & Development,Research Scientist,Technical Degree,3,10564,2,0,0,4,1,3,3,No,Travel_Frequently,8,No
EMP0593,35,Male,Sales,Sales Representative,Human Resources,4,9957,2,4,2,4,4,3,3,No,Travel_Rarely,3,No
EMP0594,29,Male,Research & Development,Manager,Medical,2,8452,4,3,2,3,4,4,3,Yes,Non-Travel,26,No
EMP0595,30,Female,Research & Development,Research Scientist,Life Sciences,3,8556,3,2,1,4,3,3,3,Yes,Travel_Rarely,5,No
EMP0596,58,Female,Research & Development,Research Director,Medical,4,10099,3,8,3,2,2,2,3,Yes,Travel_Rarely,13,No
EMP0597,19,Male,Research & Development,Healthcare Representative,Marketing,4,7676,5,10,3,4,1,4,3,No,Travel_Frequently,13,No
EMP0598,54,Male,Sales,Manager,Marketing,2,11091,2,1,0,3,4,3,3,Yes,Travel_Rarely,8,No
EMP0599,33,Male,Sales,Manager,Medical,4,9679,3,0,0,4,1,1,3,No,Travel_Rarely,18,No
EMP0600,41,Male,Sales,Manager,Life Sciences,2,10048,2,13,11,3,1,3,3,No,Non-Travel,7,No
EMP0601,52,Female,Sales,Sales Representative,Life Sciences,2,8724,2,0,0,2,3,3,3,No,Travel_Rarely,27,No
EMP0602,39,Female,Sales,Manager,Human Resources,1,9986,1,19,18,3,1,2,3,No,Travel_Rarely,10,No
EMP0603,53,Male,Sales,Sales Executive,Medical,2,8769,4,6,3,2,1,3,3,No,Travel_Rarely,10,No
EMP0604,28,Female,Sales,Sales Representative,Medical,1,8958,2,2,1,2,2,1,3,No,Non-Travel,23,Yes
EMP0605,46,Male,Sales,Manager,Life Sciences,2,9385,3,1,0,1,1,3,4,No,Travel_Frequently,11,No
EMP0606,52,Male,Research & Development,Manager,Life Sciences,2,11222,2,0,0,4,1,4,3,Yes,Non-Travel,12,No
EMP0607,32,Male,Sales,Sales Representative,Human Resources,3,7494,1,1,0,2,1,3,4,Yes,Travel_Rarely,13,No
EMP0608,48,Female,Research & Development,Healthcare Representative,Medical,4,11276,2,1,0,3,2,3,3,No,Travel_Rarely,8,No
EMP0609,59,Male,Research & Development,Laboratory Technician,Marketing,2,10048,2,6,4,2,3,1,4,No,Non-Travel,17,No
EMP0610,58,Male,Research & Development,Manager,Medical,4,10605,5,1,0,4,4,2,3,Yes,Non-Travel,24,No
EMP0611,33,Male,Sales,Sales Representative,Medical,4,7841,1,5,4,2,2,2,3,No,Travel_Rarely,14,No
EMP0612,27,Male,Research & Development,Manager,Life Sciences,3,7256,5,6,2,3,3,3,3,No,Travel_Rarely,17,No
EMP0613,49,Female,Research & Development,Manager,Marketing,1,10495,5,2,0,4,1,3,3,Yes,Non-Travel,19,No
EMP0614,19,Male,Sales,Sales Representative,Medical,3,8964,5,0,0,2,1,4,3,No,Travel_Rarely,16,No
EMP0615,41,Male,Research & Development,Research Director,Medical,4,11913,2,0,0,2,2,1,3,Yes,Travel_Rarely,9,No
EMP0616,40,Female,Human Resources,Manager,Medical,3,8777,5,0,0,3,3,3,4,No,Travel_Rarely,20,No
EMP0617,19,Female,Sales,Sales Executive,Human Resources,2,8413,2,9,5,4,3,3,3,No,Non-Travel,10,No
EMP0618,55,Female,Sales,Sales Executive,Life Sciences,2,10585,1,2,1,3,3,3,3,No,Non-Travel,29,No
EMP0619,48,Male,Research & Development,Research Director,Technical Degree,3,10739,1,11,4,2,2,4,3,No,Travel_Rarely,9,No
EMP0620,57,Male,Research & Development,Research Scientist,Life Sciences,2,10786,4,3,2,4,1,2,4,No,Travel_Rarely,1,No
EMP0621,43,Male,Sales,Manager,Medical,1,9596,1,4,2,2,3,1,3,No,Travel_Rarely,24,No
EMP0622,46,Male,Sales,Manager,Life Sciences,2,10109,2,5,4,3,2,3,3,No,Travel_Rarely,3,No
EMP0623,20,Female,Research & Development,Research Director,Life Sciences,3,7637,1,8,5,4,3,3,3,No,Travel_Rarely,11,No
EMP0624,31,Male,Research & Development,Manager,Medical,4,8918,2,2,0,1,3,1,3,No,Non-Travel,7,No
EMP0625,42,Male,Research & Development,Healthcare Representative,Life Sciences,1,9813,1,0,0,3,3,2,4,No,Travel_Frequently,18,No
EMP0626,18,Male,Research & Development,Manager,Medical,4,8601,4,5,1,3,4,2,3,No,Travel_Rarely,13,No
EMP0627,20,Male,Research & Development,Laboratory Technician,Human Resources,2,7247,2,2,1,4,4,3,3,Yes,Travel_Rarely,23,No
EMP0628,43,Female,Research & Development,Research Director,Life Sciences,3,9898,4,4,1,1,3,2,3,Yes,Travel_Frequently,23,No
EMP0629,35,Male,Sales,Sales Representative,Marketing,3,10329,3,7,4,2,3,3,3,No,Travel_Frequently,25,No
EMP0630,26,Male,Sales,Sales Representative,Life Sciences,3,9011,5,4,2,4,2,3,3,Yes,Travel_Rarely,18,No
EMP0631,55,Male,Research & Development,Laboratory Technician,Medical,4,11979,2,6,2,1,4,3,3,No,Travel_Rarely,16,No
EMP0632,40,Male,Research & Development,Healthcare Representative,Life Sciences,2,9719,3,5,2,1,2,4,3,No,Travel_Frequently,24,No
EMP0633,38,Male,Research & Development,Research Director,Life Sciences,4,9796,2,9,7,4,1,1,3,No,Travel_Rarely,16,No
EMP0634,18,Female,Research & Development,Research Director,Life Sciences,1,8741,2,8,7,2,2,4,3,No,Travel_Rarely,21,No
EMP0635,38,Male,Sales,Manager,Life Sciences,3,10288,4,5,1,4,1,3,3,No,Travel_Rarely,10,No
EMP0636,44,Female,Research & Development,Research Scientist,Life Sciences,3,8458,3,7,2,1,3,4,4,No,Travel_Rarely,9,No
EMP0637,59,Female,Research & Development,Healthcare Representative,Medical,3,10167,3,14,13,2,3,3,4,Yes,Travel_Rarely,8,No
EMP0638,23,Female,Sales,Sales Representative,Human Resources,2,8887,3,3,0,3,2,3,3,No,Travel_Rarely,19,No
EMP0639,53,Female,Sales,Sales Executive,Technical Degree,4,10018,1,3,2,3,1,4,3,Yes,Travel_Rarely,3,No
EMP0640,45,Male,Research & Development,Research Director,Marketing,2,9562,3,10,3,3,4,4,3,No,Travel_Rarely,27,No
EMP0641,34,Male,Sales,Sales Representative,Life Sciences,1,7716,1,6,5,3,3,2,3,No,Travel_Rarely,28,No
EMP0642,57,Male,Research & Development,Laboratory Technician,Life Sciences,3,10615,2,0,0,4,4,2,3,No,Travel_Rarely,26,No
EMP0643,20,Female,Sales,Sales Representative,Life Sciences,2,6478,3,15,14,2,2,3,3,No,Travel_Rarely,24,No
EMP0644,29,Female,Research & Development,Manager,Life Sciences,4,10492,5,0,0,2,3,4,3,Yes,Travel_Rarely,9,No
EMP0645,56,Female,Sales,Manager,Medical,2,10462,1,9,6,1,3,2,3,No,Non-Travel,2,No
EMP0646,29,Male,Research & Development,Research Director,Medical,2,8773,1,9,3,3,2,3,3,Yes,Travel_Rarely,19,No
EMP0647,19,Female,Research & Development,Healthcare Representative,Life Sciences,4,8490,1,21,9,2,1,3,3,No,Travel_Rarely,8,No
EMP0648,39,Male,Research & Development,Manager,Life Sciences,2,10389,2,0,0,2,2,4,3,No,Non-Travel,18,No
EMP0649,40,Male,Research & Development,Research Director,Technical Degree,2,10456,3,6,4,2,1,3,3,No,Non-Travel,8,Yes
EMP0650,47,Male,Research & Development,Research Scientist,Marketing,3,11118,4,3,2,1,4,3,3,No,Non-Travel,5,No
EMP0651,22,Male,Sales,Manager,Life Sciences,2,7255,3,2,1,1,1,4,3,No,Travel_Rarely,6,No
EMP0652,26,Male,Research & Development,Research Scientist,Human Resources,3,8341,4,0,0,3,2,3,3,Yes,Travel_Rarely,10,No
EMP0653,38,Male,Research & Development,Laboratory Technician,Other,2,10155,2,5,3,2,2,4,3,No,Travel_Rarely,15,Yes
EMP0654,28,Male,Research & Development,Research Director,Life Sciences,4,8318,1,4,3,4,2,3,3,No,Travel_Rarely,28,No
EMP0655,22,Female,Research & Development,Research Scientist,Life Sciences,4,8255,1,0,0,3,3,3,3,No,Travel_Rarely,4,No
EMP0656,52,Female,Sales,Manager,Medical,3,10479,4,6,3,1,1,2,3,No,Travel_Rarely,3,No
EMP0657,44,Female,Sales,Manager,Other,1,10148,3,9,8,3,3,2,4,No,Travel_Rarely,24,No
EMP0658,19,Male,Research & Development,Healthcare Representative,Technical Degree,4,6597,3,10,8,1,2,4,3,No,Travel_Rarely,9,No
EMP0659,41,Female,Research & Development,Research Scientist,Life Sciences,3,10351,2,16,7,3,3,3,3,Yes,Travel_Rarely,16,No
